algorithm,Mass,Friction,steps,reward,model
PPO,2.1571129707112977,0.8800000000000001,1000,379.25811194557974,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,1368.4873931873506,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,1485.044756136836,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,778.1298290999398,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,764.1451783802543,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,1338.0306807890877,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,834.3084023686473,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,583.0460891955953,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,471.09008233327677,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,1020.0775923765284,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,665.714203473369,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,890.3284629621721,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,912.3638553921357,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,701.6261364077063,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,2.1571129707112977,0.8800000000000001,1000,834.4521676532452,Models/HalfCitah_models/Ideal_models/HalfCheetah
