algorithm,Mass,Friction,steps,reward,model
PPO,1.4380753138075317,0.32000000000000006,1000,1207.0099717232222,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,1906.9005309221623,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,3760.8146797459995,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,940.5136509877863,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,611.7939499152609,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,3826.5792046466204,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,1869.1211788950345,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,3714.8822899694537,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,1976.1796764620804,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,3305.252487807211,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,995.5796560066756,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,3695.7593487924623,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,2781.583396778694,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,3710.2381625094267,Models/HalfCitah_models/Ideal_models/HalfCheetah
PPO,1.4380753138075317,0.32000000000000006,1000,1139.0773324621268,Models/HalfCitah_models/Ideal_models/HalfCheetah
